group_id,component,D_A2_per_ns,source_file
M_protein_06w,M_protein,0.00502,diffusion_coefficients_M_protein.txt
M_protein_089,M_protein,0.01616,diffusion_coefficients_M_protein.txt
M_protein_06l,M_protein,0.00381,diffusion_coefficients_M_protein.txt
M_protein_00i,M_protein,0.0143,diffusion_coefficients_M_protein.txt
M_protein_09i,M_protein,0.01577,diffusion_coefficients_M_protein.txt
M_protein_06p,M_protein,0.00928,diffusion_coefficients_M_protein.txt
M_protein_082,M_protein,0.00872,diffusion_coefficients_M_protein.txt
M_protein_02j,M_protein,0.01744,diffusion_coefficients_M_protein.txt
M_protein_08r,M_protein,0.00975,diffusion_coefficients_M_protein.txt
M_protein_08h,M_protein,0.0248,diffusion_coefficients_M_protein.txt
M_protein_0as,M_protein,0.01658,diffusion_coefficients_M_protein.txt
M_protein_09d,M_protein,0.0043,diffusion_coefficients_M_protein.txt
M_protein_074,M_protein,0.0123,diffusion_coefficients_M_protein.txt
M_protein_06i,M_protein,0.00761,diffusion_coefficients_M_protein.txt
M_protein_06r,M_protein,0.01656,diffusion_coefficients_M_protein.txt
M_protein_07d,M_protein,0.00687,diffusion_coefficients_M_protein.txt
M_protein_0az,M_protein,0.02113,diffusion_coefficients_M_protein.txt
M_protein_00o,M_protein,0.01996,diffusion_coefficients_M_protein.txt
M_protein_09l,M_protein,0.00695,diffusion_coefficients_M_protein.txt
M_protein_07o,M_protein,0.00549,diffusion_coefficients_M_protein.txt
M_protein_07t,M_protein,0.00585,diffusion_coefficients_M_protein.txt
M_protein_0b0,M_protein,0.00379,diffusion_coefficients_M_protein.txt
M_protein_03t,M_protein,0.01796,diffusion_coefficients_M_protein.txt
M_protein_07z,M_protein,0.00678,diffusion_coefficients_M_protein.txt
M_protein_03v,M_protein,0.00854,diffusion_coefficients_M_protein.txt
M_protein_01i,M_protein,0.0102,diffusion_coefficients_M_protein.txt
M_protein_04g,M_protein,0.01174,diffusion_coefficients_M_protein.txt
M_protein_02t,M_protein,0.00294,diffusion_coefficients_M_protein.txt
M_protein_03k,M_protein,0.0094,diffusion_coefficients_M_protein.txt
M_protein_04d,M_protein,0.01024,diffusion_coefficients_M_protein.txt
M_protein_08w,M_protein,0.00626,diffusion_coefficients_M_protein.txt
M_protein_09f,M_protein,0.00887,diffusion_coefficients_M_protein.txt
M_protein_09s,M_protein,0.03052,diffusion_coefficients_M_protein.txt
M_protein_047,M_protein,0.00907,diffusion_coefficients_M_protein.txt
M_protein_02w,M_protein,0.00377,diffusion_coefficients_M_protein.txt
M_protein_02y,M_protein,0.01818,diffusion_coefficients_M_protein.txt
M_protein_08t,M_protein,0.00832,diffusion_coefficients_M_protein.txt
M_protein_09n,M_protein,0.00695,diffusion_coefficients_M_protein.txt
M_protein_06h,M_protein,0.01245,diffusion_coefficients_M_protein.txt
M_protein_06x,M_protein,0.01624,diffusion_coefficients_M_protein.txt
M_protein_099,M_protein,0.0084,diffusion_coefficients_M_protein.txt
M_protein_04l,M_protein,0.00244,diffusion_coefficients_M_protein.txt
M_protein_0af,M_protein,0.0034,diffusion_coefficients_M_protein.txt
M_protein_0a0,M_protein,0.00735,diffusion_coefficients_M_protein.txt
M_protein_04f,M_protein,0.01063,diffusion_coefficients_M_protein.txt
M_protein_01r,M_protein,0.01905,diffusion_coefficients_M_protein.txt
M_protein_06f,M_protein,0.0139,diffusion_coefficients_M_protein.txt
M_protein_06d,M_protein,0.02253,diffusion_coefficients_M_protein.txt
M_protein_08p,M_protein,0.01028,diffusion_coefficients_M_protein.txt
M_protein_0ai,M_protein,0.01123,diffusion_coefficients_M_protein.txt
M_protein_0b2,M_protein,0.01524,diffusion_coefficients_M_protein.txt
M_protein_00r,M_protein,0.01173,diffusion_coefficients_M_protein.txt
M_protein_02i,M_protein,0.01432,diffusion_coefficients_M_protein.txt
M_protein_09t,M_protein,0.02412,diffusion_coefficients_M_protein.txt
M_protein_02c,M_protein,0.01564,diffusion_coefficients_M_protein.txt
M_protein_08y,M_protein,0.00632,diffusion_coefficients_M_protein.txt
M_protein_09a,M_protein,0.00927,diffusion_coefficients_M_protein.txt
M_protein_063,M_protein,0.00345,diffusion_coefficients_M_protein.txt
M_protein_0a2,M_protein,0.00833,diffusion_coefficients_M_protein.txt
M_protein_0am,M_protein,0.01124,diffusion_coefficients_M_protein.txt
M_protein_03i,M_protein,0.00785,diffusion_coefficients_M_protein.txt
M_protein_02x,M_protein,0.01273,diffusion_coefficients_M_protein.txt
M_protein_078,M_protein,0.04553,diffusion_coefficients_M_protein.txt
M_protein_04x,M_protein,0.00477,diffusion_coefficients_M_protein.txt
M_protein_07n,M_protein,0.0183,diffusion_coefficients_M_protein.txt
M_protein_09z,M_protein,0.01261,diffusion_coefficients_M_protein.txt
M_protein_02a,M_protein,0.0113,diffusion_coefficients_M_protein.txt
M_protein_0ap,M_protein,0.01956,diffusion_coefficients_M_protein.txt
M_protein_0a8,M_protein,0.00599,diffusion_coefficients_M_protein.txt
M_protein_04s,M_protein,0.0224,diffusion_coefficients_M_protein.txt
M_protein_04j,M_protein,0.01099,diffusion_coefficients_M_protein.txt
M_protein_05q,M_protein,0.01318,diffusion_coefficients_M_protein.txt
M_protein_0aq,M_protein,0.01602,diffusion_coefficients_M_protein.txt
M_protein_01j,M_protein,0.00605,diffusion_coefficients_M_protein.txt
M_protein_077,M_protein,0.01029,diffusion_coefficients_M_protein.txt
M_protein_048,M_protein,0.03099,diffusion_coefficients_M_protein.txt
M_protein_002,M_protein,0.02062,diffusion_coefficients_M_protein.txt
M_protein_0ay,M_protein,0.01582,diffusion_coefficients_M_protein.txt
M_protein_01g,M_protein,0.00518,diffusion_coefficients_M_protein.txt
M_protein_0ad,M_protein,0.00611,diffusion_coefficients_M_protein.txt
M_protein_03c,M_protein,0.01161,diffusion_coefficients_M_protein.txt
M_protein_05g,M_protein,0.00614,diffusion_coefficients_M_protein.txt
M_protein_07p,M_protein,0.00461,diffusion_coefficients_M_protein.txt
M_protein_009,M_protein,0.00948,diffusion_coefficients_M_protein.txt
M_protein_07s,M_protein,0.03184,diffusion_coefficients_M_protein.txt
M_protein_0a6,M_protein,0.00632,diffusion_coefficients_M_protein.txt
M_protein_0b3,M_protein,0.01249,diffusion_coefficients_M_protein.txt
M_protein_09e,M_protein,0.00389,diffusion_coefficients_M_protein.txt
M_protein_05t,M_protein,0.03168,diffusion_coefficients_M_protein.txt
M_protein_027,M_protein,0.00556,diffusion_coefficients_M_protein.txt
M_protein_097,M_protein,0.00497,diffusion_coefficients_M_protein.txt
M_protein_0ab,M_protein,0.01338,diffusion_coefficients_M_protein.txt
M_protein_03r,M_protein,0.00526,diffusion_coefficients_M_protein.txt
M_protein_00g,M_protein,0.02837,diffusion_coefficients_M_protein.txt
M_protein_05y,M_protein,0.00901,diffusion_coefficients_M_protein.txt
M_protein_067,M_protein,0.0071,diffusion_coefficients_M_protein.txt
M_protein_04z,M_protein,0.01038,diffusion_coefficients_M_protein.txt
M_protein_036,M_protein,0.02702,diffusion_coefficients_M_protein.txt
M_protein_08b,M_protein,0.0132,diffusion_coefficients_M_protein.txt
M_protein_02s,M_protein,0.01737,diffusion_coefficients_M_protein.txt
M_protein_00x,M_protein,0.03191,diffusion_coefficients_M_protein.txt
M_protein_0al,M_protein,0.00706,diffusion_coefficients_M_protein.txt
M_protein_04u,M_protein,0.0144,diffusion_coefficients_M_protein.txt
M_protein_01u,M_protein,0.01217,diffusion_coefficients_M_protein.txt
M_protein_02o,M_protein,0.0024,diffusion_coefficients_M_protein.txt
M_protein_007,M_protein,0.03053,diffusion_coefficients_M_protein.txt
M_protein_049,M_protein,0.00642,diffusion_coefficients_M_protein.txt
M_protein_04b,M_protein,0.00498,diffusion_coefficients_M_protein.txt
M_protein_0a1,M_protein,0.02944,diffusion_coefficients_M_protein.txt
M_protein_00a,M_protein,0.00665,diffusion_coefficients_M_protein.txt
M_protein_03n,M_protein,0.00438,diffusion_coefficients_M_protein.txt
M_protein_01x,M_protein,0.02905,diffusion_coefficients_M_protein.txt
M_protein_06s,M_protein,0.0225,diffusion_coefficients_M_protein.txt
M_protein_01k,M_protein,0.03207,diffusion_coefficients_M_protein.txt
M_protein_032,M_protein,0.00816,diffusion_coefficients_M_protein.txt
M_protein_06g,M_protein,0.00348,diffusion_coefficients_M_protein.txt
M_protein_00t,M_protein,0.00837,diffusion_coefficients_M_protein.txt
M_protein_01p,M_protein,0.00604,diffusion_coefficients_M_protein.txt
M_protein_03w,M_protein,0.00521,diffusion_coefficients_M_protein.txt
M_protein_04p,M_protein,0.01482,diffusion_coefficients_M_protein.txt
M_protein_041,M_protein,0.00647,diffusion_coefficients_M_protein.txt
M_protein_011,M_protein,0.01266,diffusion_coefficients_M_protein.txt
M_protein_025,M_protein,0.02928,diffusion_coefficients_M_protein.txt
M_protein_087,M_protein,0.00349,diffusion_coefficients_M_protein.txt
M_protein_03s,M_protein,0.01324,diffusion_coefficients_M_protein.txt
M_protein_00n,M_protein,0.01585,diffusion_coefficients_M_protein.txt
M_protein_060,M_protein,0.01231,diffusion_coefficients_M_protein.txt
M_protein_008,M_protein,0.02528,diffusion_coefficients_M_protein.txt
M_protein_066,M_protein,0.00935,diffusion_coefficients_M_protein.txt
M_protein_0ah,M_protein,0.01286,diffusion_coefficients_M_protein.txt
M_protein_05v,M_protein,0.00369,diffusion_coefficients_M_protein.txt
M_protein_09q,M_protein,0.0049,diffusion_coefficients_M_protein.txt
M_protein_00h,M_protein,0.00914,diffusion_coefficients_M_protein.txt
M_protein_08m,M_protein,0.00703,diffusion_coefficients_M_protein.txt
M_protein_04m,M_protein,0.03502,diffusion_coefficients_M_protein.txt
M_protein_0ak,M_protein,0.01259,diffusion_coefficients_M_protein.txt
M_protein_088,M_protein,0.01299,diffusion_coefficients_M_protein.txt
M_protein_01s,M_protein,0.0203,diffusion_coefficients_M_protein.txt
M_protein_09k,M_protein,0.01955,diffusion_coefficients_M_protein.txt
M_protein_012,M_protein,0.00976,diffusion_coefficients_M_protein.txt
M_protein_00l,M_protein,0.00987,diffusion_coefficients_M_protein.txt
M_protein_086,M_protein,0.01209,diffusion_coefficients_M_protein.txt
M_protein_09x,M_protein,0.03006,diffusion_coefficients_M_protein.txt
M_protein_09w,M_protein,0.01101,diffusion_coefficients_M_protein.txt
M_protein_00m,M_protein,0.00856,diffusion_coefficients_M_protein.txt
M_protein_059,M_protein,0.02044,diffusion_coefficients_M_protein.txt
